job_position_name,educationaL_requirements,skills_required,matched_score,skills_count,educational_institution_name_count,degree_names_count,passing_years_count,educational_results_count,result_types_count,major_field_of_studies_count,professional_company_names_count,start_dates_count,end_dates_count,related_skils_in_job_count,positions_count,locations_count,extra_curricular_activity_types_count,extra_curricular_organization_names_count,role_positions_count,languages_count,proficiency_levels_count,certification_providers_count,certification_skills_count,issue_dates_count,expiry_dates_count,required_exp_years,min_age_required
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,43.3333333,25,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,18
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",85.0,27,5,5,4,3,0,5,6,5,2,6,6,6,0,0,0,3,3,0,0,0,0,0,0
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",33.3333333,9,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,15,52
Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,unknown,85.0,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,0
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,85.0,16,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,85.0,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,65.0,38,1,1,1,1,1,1,4,4,4,3,4,4,0,0,0,0,0,1,0,1,0,1,0
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",85.0,46,3,3,3,1,1,3,3,3,3,2,3,3,0,0,0,0,0,0,0,0,0,4,0
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",68.33333329999999,10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,28
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",75.0,26,1,1,1,1,1,1,4,4,3,4,4,4,0,0,0,0,0,0,0,0,0,4,0
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,65.0,60,2,2,2,2,2,2,6,6,6,0,6,6,0,0,0,2,2,0,0,0,0,0,18
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",78.33333329999999,9,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,85.0,15,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,1,0,1,0,3,40
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",65.0,13,1,1,1,1,1,1,4,4,4,4,4,4,0,0,0,0,0,1,1,1,0,1,25
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",51.66666669999999,13,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,1,22
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",65.0,12,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,22
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,61.33333333333333,35,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,0
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",85.0,41,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,5,0
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",48.3333333,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,5,30
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",76.00000000000001,33,4,3,4,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,5,24
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",50.66666666666667,21,2,2,2,0,0,2,6,6,5,0,6,6,0,0,0,2,2,2,0,2,0,1,22
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",62.33333330000001,11,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,22
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",68.33333329999999,8,1,1,1,1,1,1,7,7,7,0,7,7,0,0,0,0,0,0,0,0,0,2,0
Project Coordinator (Civil),•Bachelor of Business Administration (BBA) in Human Resource Management,"Auto CAD 2D 3D
Civil 3D
Civil Construction
Civil Engineering",65.0,18,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,30
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,85.0,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",48.3333333,41,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,25
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,79.63333333333334,33,4,3,4,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,40
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",71.66666670000001,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",68.66666670000001,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,28
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",81.66666670000001,10,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,25
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",38.3333333,11,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,25
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",75.0,20,0,0,0,0,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",68.33333329999999,4,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,25
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,81.66666670000001,11,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,20
"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)","HRM Report
Human Resource Management
NGO",85.0,18,3,3,3,3,0,3,3,3,3,0,3,3,1,1,1,1,1,1,0,1,0,5,25
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",72.66666670000001,11,1,1,1,0,0,1,2,2,1,2,2,2,1,1,1,0,0,0,0,0,0,2,25
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",65.0,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,24
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,58.3333333,10,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,18
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",85.0,15,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",77.0,20,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,0,0,1,0,1,0,3,25
"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)","HRM Report
Human Resource Management
NGO",35.0,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,25
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",78.33333329999999,38,1,1,1,1,1,1,4,4,4,3,4,4,0,0,0,0,0,1,0,1,0,5,28
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",50.66666669999999,32,2,2,2,2,0,2,3,3,3,3,3,0,1,1,1,0,0,0,0,0,0,1,0
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",81.66666666666667,21,2,2,2,0,0,2,6,6,5,0,6,6,0,0,0,2,2,2,0,2,0,5,28
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,81.66666666666667,14,2,2,2,2,2,2,4,4,4,4,4,4,2,2,2,0,0,1,1,1,1,0,18
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",75.0,4,1,1,0,1,0,1,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,2,25
"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)","HRM Report
Human Resource Management
NGO",79.33333329999999,12,2,2,2,2,2,2,5,5,5,5,5,5,0,0,0,0,0,2,0,2,0,5,25
DevOps Engineer,Bachelor/Honors,"Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",85.0,12,1,1,1,0,0,1,8,8,8,0,8,8,0,0,0,0,0,0,0,0,0,3,0
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",82.66666670000001,38,1,1,1,1,1,1,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,1,0
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",90.6666667,32,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,2,0,0,0,2,25
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",76.0,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,25
"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)","HRM Report
Human Resource Management
NGO",78.33333329999999,13,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,5,25
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Master of Business Administration (MBA),"Brand Promotion
Campaign Management
Field Supervision
Merchandising
promotional activities
Trade Marketing",71.66666670000001,9,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,0
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,80.33333329999999,27,5,5,4,3,0,5,6,5,2,6,6,6,0,0,0,3,3,0,0,0,0,1,0
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",41.66666666666667,45,2,2,2,2,2,2,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,2,25
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",22.3333333,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,30
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",34.99999999999999,26,2,2,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,78.33333329999999,52,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",45.0,11,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,0
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",45.0,14,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,1,25
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",71.66666670000001,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,unknown,85.0,29,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,5,0
Management Trainee - Mechanical,Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,"Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",85.0,13,2,2,2,0,0,2,6,6,6,6,6,6,0,0,0,0,0,1,0,1,0,0,22
Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,unknown,81.66666670000001,21,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,0
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",56.99999999999999,20,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,25
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",65.0,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",71.66666670000001,0,4,4,4,4,4,4,5,5,5,0,5,5,0,0,0,0,0,0,0,0,0,1,0
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",85.0,41,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,25
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,45.0,6,2,2,2,2,2,2,5,5,5,5,5,5,0,0,0,2,2,0,0,0,0,1,0
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",49.0,29,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1,22
Sr.Officer / Executive - Internal Audit,"Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm","Having CACC from reputed CA Firm
Internal Audit and Compliance",65.0,39,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,2,0
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",43.3333333,13,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,1,0
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,71.66666670000001,6,1,1,1,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,20
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",82.66666666666667,63,2,2,2,0,0,2,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,5,28
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",65.0,33,2,2,2,2,0,2,3,3,3,3,3,3,0,0,0,4,4,0,0,0,0,1,0
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",81.66666666666667,33,3,3,1,0,0,1,5,5,5,5,5,5,0,0,0,0,0,1,0,0,0,15,52
Marketing Officer,Bachelor/Honors,"Corporate Marketing
Facebook Ads Manager
Facebook campaign
Facebook marketing
Google Ads
Google analytics
Market Researc
Marketing
Search Engine Optimization (SEO)",78.33333333333333,33,4,3,4,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,0
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,65.0,13,1,1,1,0,0,0,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,1,0
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",78.33333333333333,20,1,1,1,1,1,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,4,0
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"Masters, Master of Business Administration (MBA), Master of Business Management (MBM)","AUDIT AND INSPECTION
Banking
Internal Audit",55.00000000000001,13,1,1,1,1,1,1,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,15,52
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,85.0,33,3,3,1,0,0,1,5,5,5,5,5,5,0,0,0,0,0,1,0,0,0,3,40
Executive - VAT,BBA in Accounting and Finance,VAT and Tax,62.66666669999999,7,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,0,0,0,0,0,0,1,0
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",46.6666667,6,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,1,22
Senior Software Engineer,B.Sc in Computer Science & Engineering from a reputed university.,unknown,81.66666670000001,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",75.0,15,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,25
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,65.0,26,2,2,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,40
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",35.0,7,1,1,1,1,1,1,2,2,2,0,2,2,3,3,3,0,0,0,0,0,0,5,0
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",88.3333333,32,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,2,0,0,0,1,25
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",71.66666670000001,6,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,25
Mechanical Engineer,"Bachelor of Science (BSc) in Mechanical Engineering, Diploma in Mechanical","Maintenance  and Troubleshooting
Mechanical",35.0,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,25
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",90.6666667,16,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,3,25
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",75.0,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,25
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",88.3333333,34,1,1,1,1,1,0,7,7,7,7,7,7,0,0,0,0,0,18,18,0,0,5,28
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,71.66666666666667,33,2,2,2,2,0,2,3,3,3,3,3,3,0,0,0,4,4,0,0,0,0,3,40
Intern (Generative AI Engineering - 2D/3D Image Generation),Bachelor of Science (BSc),unknown,71.66666670000001,30,1,1,1,1,0,1,4,4,4,0,4,4,2,1,2,0,0,0,0,0,0,0,20
"System Administrator (Operation & Maintenance of Server, Storage & Service Desk System)",Bachelor/Honors,"Cisco
Linux
Operation & Maintenance of Server",65.0,11,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,4,0
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",58.3333333,20,3,3,3,3,3,3,4,4,4,4,4,4,1,1,1,0,0,1,0,1,0,5,24
Data Science Engineer,Bachelor of Science (BSc) in Computer Science & Engineering,"Business Analysis
Effective communication skills
Java
REST API Design
Soft Skills
Software Development",85.0,13,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,0,0,0,0,0,0,2,25
HR Officer,"•Bachelor of Business Administration (BBA) in Human Resource Management
•BBA/MBA in HRM/Management from any reputed university.",Human Resource Management,55.3333333,7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,18
"Manager- Human Resource Management (HRM)
","Masters degree in any discipline, Bachelor of Business Administration (BBA)","HRM Report
Human Resource Management
NGO",50.66666669999999,47,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,5,25
Business Development Executive,Bachelor/Honors,"Fast typing skill
IELTSInternet browsing & online work ability.",38.3333333,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,22
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",51.66666669999999,9,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,25
Data Engineer,Bachelor of Science (BSc),"Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",75.0,20,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,5,0
Network Support Engineer,"Diploma, Bachelor/Honors","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU",81.66666670000001,6,2,2,2,2,2,2,4,4,4,0,4,4,0,0,0,0,0,0,0,0,0,3,25
AI Engineer,"Bachelors or Masters degree in Computer Science, Engineering, or a related field.","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.",71.66666670000001,16,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,2,0,2,0,0,0
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",68.33333329999999,10,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,5,28
Machine Learning (ML) Engineer,M.Sc in Computer Science & Engineering or in any relevant discipline from a reputed University,unknown,68.33333329999999,45,2,2,2,2,2,2,3,3,1,3,3,3,0,0,0,2,2,0,0,0,0,5,0
Asst. Manager/ Manger (Administrative),Bachelor/Honors,"•Administration
•Health Safety and Environment
•Safety and Security Management",71.66666670000001,11,1,1,1,0,0,1,2,2,1,2,2,2,1,1,1,0,0,0,0,0,0,5,28
Site Engineer,Bachelor of Science (BSc) in Civil Engineering,"AutoCAD
Communication and negotiation skills
Internet
MS Office",51.66666669999999,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,25
Executive/ Sr. Executive -IT,Bachelor of Science (BSc) in Computer Science & Engineering,unknown,65.0,14,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,40
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",58.3333333,25,3,3,3,3,3,3,5,5,5,5,5,5,1,1,1,0,0,1,0,1,0,4,0
"Full Stack Developer (Python,React js)",Bachelor/Honors,unknown,71.66666670000001,34,2,2,2,2,2,2,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,3,0
Mechanical Designer,Bachelor’s degree in Mechanical Engineering from a reputed institute.,"AutoCAD
Solidworks",71.66666670000001,29,2,2,2,2,2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,5,24
Civil Engineer,B.Sc in Civil Engineering from a reputed university.,"AutoCAD
ETABS
Microsoft Office Suite
MS Project",85.0,91,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,5,30
Senior iOS Engineer,Bachelor of Science (BSc) in Computer Science,"iOS
iOS App Developer
iOS Application Development
iOS Development
Mobile apps Developer (iOS)
Native IOS
Swift (iOS)
Swift UI",64.0,36,11,11,11,0,0,11,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,4,0
Database Administrator (DBA),Bachelor of Science (BSc) in Computer Science,"ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",85.0,6,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,25
